workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,He bought a silver car and a yellow car.,1,NA,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider_practice,The third dog decided not to jump on the table.,0,NA,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,Only one frog didn&quotechart jump over the rock.,0,cond1,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,Only two hippos drank milk.,0,cond4,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,Only one butterfly didn&quotechart go to the city.,0,cond1,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,The first dog rolled his ball.,0,cond2,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,Two lions decided not to buy a cookie because they didn&quotechart like them.,1,cond3,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,Only two lizards climbed on the book.,0,cond1,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
0,one_slider,Only one dinosaur ate a fish.,1,cond2,English,2,Female,25,,Yes,not sure,3,Windows,768,1366,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3TUI152ZZBNFOKTPM1XHGSF941T1QZ,0,Submitted,Sat Nov 25 05:41:04 PST 2017,Fri Nov 24 12:54:37 PST 2017,Fri Nov 24 13:01:04 PST 2017,,,,,,[],"""cond2""",undefined,6.1943166666666665
1,one_slider_practice,The smurf did buy 2 cars for 2 pennies each,0.93,NA,english,2,Male,34,,NA,I don&quotechart know,3,Windows,864,1536,Chrome,3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:54:06 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:54:06 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5PJE0J5ACBZLKA78X7E3P,3VELCLL3GKJIXV3G8LMN4TBVXZK1F5,1,Submitted,Sat Nov 25 05:42:06 PST 2017,Fri Nov 24 12:54:11 PST 2017,Fri Nov 24 13:02:06 PST 2017,,,,,,[],"""cond3""",undefined,7.86055
