workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,He did buy 2 cars.,0.8,NA,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider_practice,third dog did not jump on the table,0,NA,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,All 4 frogs jumped over the fence,0.26,cond4,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,2 hippos drank milk,0.01,cond3,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,it was correct,0.84,cond3,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,one of the dogs rolled its ball,0,cond1,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,"True, but they didn&quotechart mention the eggs at all",0.89,cond3,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,only 2 lizards got on the book,0,cond3,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
0,one_slider,All dinosaurs ate the fish so that&quotechars only partially correct,0.8,cond4,english,2,Female,35,the lady talking was harder to understand,Yes,language perception,3,Windows,1024,1280,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3J2UYBXQQLCM7DPNB9FJWIF8Z8B604,0,Submitted,Sat Nov 25 05:40:16 PST 2017,Fri Nov 24 12:54:03 PST 2017,Fri Nov 24 13:00:16 PST 2017,,,,,,[],"""cond4""",undefined,6.192616666666667
1,one_slider_practice,"He purchased the silver and yellow car, then only had one penny left so he stopped.",0.97,NA,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider_practice,"The first two jumped on the table, the third did not.",0.02,NA,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,Four frogs jumped over the fence and only two over the rock.,0.02,cond4,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,There were only two hippos that drank the milk. Only two total as well.,0.02,cond2,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,"Two butterflies stayed home, therefore, they didn&quotechart go to the city.",0.98,cond3,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,The first dog rolled its ball across the table.,0.02,cond4,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,One lion DID buy a cookie.,0.03,cond1,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,"Only two lizards climbed on the book, the other two didn&quotechart because they thought it was too high.",0.01,cond2,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
1,one_slider,One of the dinosaurs DID eat a bug.,0.03,cond1,English,2,Female,35,,Yes,Paying attention to details?,2,Mac,1200,1920,Firefox,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,36NEMU28XFDH46B0RWFLS9LYQD4WM5,1,Submitted,Sat Nov 25 05:42:45 PST 2017,Fri Nov 24 12:53:51 PST 2017,Fri Nov 24 13:02:45 PST 2017,,,,,,[],"""cond1""",undefined,8.78465
2,one_slider_practice,Brainy Smurf bought 2 cars for 2 pennies each. ,1,NA,English,1,Female,43,,Yes,Attention to detail and logic statements,4,Windows,900,1600,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3DR23U6WE5ER01FTFTMRSH9QDHVTEN,2,Submitted,Sat Nov 25 05:43:08 PST 2017,Fri Nov 24 12:53:32 PST 2017,Fri Nov 24 13:03:08 PST 2017,,,,,,[],"""cond1""",undefined,9.4498
2,one_slider_practice,Only two dogs jumped on the table,0,NA,English,1,Female,43,,Yes,Attention to detail and logic statements,4,Windows,900,1600,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3DR23U6WE5ER01FTFTMRSH9QDHVTEN,2,Submitted,Sat Nov 25 05:43:08 PST 2017,Fri Nov 24 12:53:32 PST 2017,Fri Nov 24 13:03:08 PST 2017,,,,,,[],"""cond1""",undefined,9.4498
2,one_slider,"After both frogs jumped over the fences, only one frog jumped over the rock.",1,cond2,English,1,Female,43,,Yes,Attention to detail and logic statements,4,Windows,900,1600,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3DR23U6WE5ER01FTFTMRSH9QDHVTEN,2,Submitted,Sat Nov 25 05:43:08 PST 2017,Fri Nov 24 12:53:32 PST 2017,Fri Nov 24 13:03:08 PST 2017,,,,,,[],"""cond1""",undefined,9.4498
2,one_slider,There are only 2 hippos,0,cond3,English,1,Female,43,,Yes,Attention to detail and logic statements,4,Windows,900,1600,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3DR23U6WE5ER01FTFTMRSH9QDHVTEN,2,Submitted,Sat Nov 25 05:43:08 PST 2017,Fri Nov 24 12:53:32 PST 2017,Fri Nov 24 13:03:08 PST 2017,,,,,,[],"""cond1""",undefined,9.4498
2,one_slider,2 of 4 butterflies decided to stay at home.,1,cond3,English,1,Female,43,,Yes,Attention to detail and logic statements,4,Windows,900,1600,Chrome,3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:21 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:21 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BKZLF990ZZ9R66Y8OZP5VVY01QQYJ,3DR23U6WE5ER01FTFTMRSH9QDHVTEN,2,Submitted,Sat Nov 25 05:43:08 PST 2017,Fri Nov 24 12:53:32 PST 2017,Fri Nov 24 13:03:08 PST 2017,,,,,,[],"""cond1""",undefined,9.4498
