workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,I heard the story and brainy smurf bought 2 cars.,0.97,NA,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider_practice,The third dog says he was too small to jump on the table,0.03,NA,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,The second frog thought the rock was too big,0.99,cond2,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,The story was only about two hippos. No mention of the third,0.01,cond4,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,The other two butterflies decided to stay home according to the story.,0.98,cond3,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,The first dog rolled his ball. The second one did not because he was afraid it would roll off the table.,0.02,cond2,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,"Four lions bought eggs, but the puppet said two lions bought eggs. It didn&quotechart mention only two lions.",0.46,cond4,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,two of the lizards thought the book was too high and didn&quotechart jump on the book,0.02,cond3,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
0,one_slider,one dinosaur was too full after eating a bug so he didn&quotechart eat a fish.,1,cond2,english,1,Female,48,was interesting and entertaining.,Yes,listening skills and paying attention to stories.,1,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3U84XHCDICD5UBRZWFZW5JYGLONZ43,0,Submitted,Sat Nov 25 05:42:25 PST 2017,Fri Nov 24 12:54:09 PST 2017,Fri Nov 24 13:02:25 PST 2017,,,,,,[],"""cond2""",undefined,8.222083333333334
1,one_slider_practice,The smurf bought the red car and the yellow car,0.95,NA,english,2,Female,66,would like to do more of your exercises,Yes,how much language the worker captured from the original description?,2,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3R6P78PK7KBPKFBKLOCFSKU2QXATG4,1,Submitted,Sat Nov 25 05:43:49 PST 2017,Fri Nov 24 12:53:49 PST 2017,Fri Nov 24 13:03:49 PST 2017,,,,,,[],"""cond2""",undefined,9.93155
1,one_slider_practice,The third dog said he wouldn&quotechart jump on the table because he was too small.,0.03,NA,english,2,Female,66,would like to do more of your exercises,Yes,how much language the worker captured from the original description?,2,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3R6P78PK7KBPKFBKLOCFSKU2QXATG4,1,Submitted,Sat Nov 25 05:43:49 PST 2017,Fri Nov 24 12:53:49 PST 2017,Fri Nov 24 13:03:49 PST 2017,,,,,,[],"""cond2""",undefined,9.93155
1,one_slider,The two small frogs decided the rock was too big to jump over.,0.99,cond3,english,2,Female,66,would like to do more of your exercises,Yes,how much language the worker captured from the original description?,2,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3R6P78PK7KBPKFBKLOCFSKU2QXATG4,1,Submitted,Sat Nov 25 05:43:49 PST 2017,Fri Nov 24 12:53:49 PST 2017,Fri Nov 24 13:03:49 PST 2017,,,,,,[],"""cond2""",undefined,9.93155
1,one_slider,There are only two hippos in the story.,0.02,cond2,english,2,Female,66,would like to do more of your exercises,Yes,how much language the worker captured from the original description?,2,Windows,768,1366,Chrome,301KG0KX9CL6DSEOWD50ND2SUZZH2X,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:33 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:33 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=301KG0KX9CL6DSEOWD50ND2SUZZH2X,3R6P78PK7KBPKFBKLOCFSKU2QXATG4,1,Submitted,Sat Nov 25 05:43:49 PST 2017,Fri Nov 24 12:53:49 PST 2017,Fri Nov 24 13:03:49 PST 2017,,,,,,[],"""cond2""",undefined,9.93155
