workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,it is what happened,0.99,NA,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider_practice,only 2 of the 3 jumped on the table,0,NA,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,only one frog jumped,0.98,cond1,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,"2 hippos, not 3",0,cond1,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,one butterfly didnt go to the city,0,cond1,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,1 dog rolled the ball,0,cond3,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,that is what happened. two lions didnt like the cookies and didnt buy them,1,cond3,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,only 2 of the 4 lizards climbed on the book,0,cond1,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
0,one_slider,"four dinosaurs ate fish, not 2",0.01,cond4,english,2,Female,29,thank you,Yes,comprehension ,1,Mac,1152,2048,Chrome,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3PS7W85Z8Z2A55OC7I65038FMKFT9D,0,Submitted,Sat Nov 25 05:39:40 PST 2017,Fri Nov 24 12:53:12 PST 2017,Fri Nov 24 12:59:40 PST 2017,,,,,,[],"""cond4""",undefined,6.37835
1,one_slider_practice,because he clearly did,1,NA,English,0,Male,35,Forced writing makes this a bad HIT.,Yes,don&quotechart know,3,Windows,600,1067,Firefox,3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:10 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:10 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3T2HW4QDUV7QW4O7VU6EM9DQND49C8,3I3WADAZ9Q4BRQHS8B7PUDXQ1GG5OD,1,Submitted,Sat Nov 25 05:39:51 PST 2017,Fri Nov 24 12:53:11 PST 2017,Fri Nov 24 12:59:51 PST 2017,,,,,,[],"""cond3""",undefined,6.538383333333333
