workerid,class,predicate,slide_number,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.time_in_minutes,Answer.catch_trials
0,age,teenage,3,0.12,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,dimension,itty,4,0.63,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,value,grand,5,0.79,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,other,wiggly,6,0.67,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,value,fun,7,0.95,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,value,tidy,8,0.79,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,shape,oval,9,0.17,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,physical,fragile,10,0.51,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,other,trick,11,0.61,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
0,human,naughty,12,0.89,English,2,Female,20,,Yes,2,Windows,864,1536,Chrome,33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,38O8SQPJLPT8W4Q0UV9DH3VRD9IUV0,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Oct 11 13:44:05 PDT 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Nov 10 12:44:05 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK63D2B8HZKDL4RDR9SNQ3U,3U4J9857OFGAM8598GPNA3PSZFTB7G,0,Submitted,Thu Oct 12 06:25:48 PDT 2017,Wed Oct 11 13:44:29 PDT 2017,Wed Oct 11 13:45:48 PDT 2017,,,,,,1.2605166666666667,[]
