workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,"Two cars, a yellow and a silver one, were both bought. ",0.89,NA,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider_practice,Only two dogs jumped on the table. One was too small. ,0.03,NA,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,Two large ones out of the four frogs jumped. ,0.97,cond3,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,Only two hippos drank the milk.,0.04,cond2,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,Only one of the butterflies went to the city from the two that went to the forest. ,0.97,cond2,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,One of the dogs rolled their ball while the other didn&quotechart. ,0.03,cond3,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,The puppet is somewhat right as two out of four lions did buy eggs and in fact all of them did. Only two out of the four lions bought a cookie though. So it&quotechars about right.,0.66,cond4,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,Only two of the four lizards jumped on the book. ,0.02,cond3,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
0,one_slider,One dinosaur did eat a bug while the other didn&quotechart eat anything. ,0.05,cond1,English,2,Male,26,Great experiment with reasonable amounts of input to give. ,Yes,Scenario recall. ,1,Windows,768,1366,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3XC1O3LBOSM567PLWF9V5CZAMEWTLA,0,Submitted,Sat Nov 25 05:43:20 PST 2017,Fri Nov 24 12:54:00 PST 2017,Fri Nov 24 13:03:20 PST 2017,,,,,,[],"""cond1""",undefined,9.290583333333334
1,one_slider_practice,He bought two cars and had a penny left,0.96,NA,English ,2,Female,50,,Yes,"To see if we recognized that at times the puppet was partly correct, depending on how you looked at  it",2,Linux,800,1280,Chrome,3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:28 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:28 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3THR0FZ95PTM6VMJAWIVMIY2CL4OLH,3S06PH7KSR4LZBPKHFRXGT8ALM41DU,1,Submitted,Sat Nov 25 05:44:10 PST 2017,Fri Nov 24 12:54:18 PST 2017,Fri Nov 24 13:04:10 PST 2017,,,,,,[],"""cond4""",undefined,9.788433333333334
